,,,,, (단위 : kwh) ,
, 육지공급 , 화력발전 , 풍력 , 태양광 , 기타 , 수요 
20130517, - ," 9,843,600 "," 661,100 "," 23,975 "," 5,187 "," 10,533,862 "
20130518, - ," 10,107,600 "," 474,685 "," 14,918 "," 5,138 "," 10,602,341 "
20130519, - ," 9,248,800 "," 872,132 "," 28,329 "," 5,108 "," 10,154,369 "
20130520, - ," 10,391,000 "," 291,066 "," 27,623 "," 5,044 "," 10,714,733 "
20130521, - ," 10,707,700 "," 95,819 "," 42,148 "," 5,013 "," 10,850,680 "
20130522," 415,100 "," 10,439,100 "," 38,048 "," 40,038 "," 4,980 "," 10,937,266 "
20130523," 1,309,500 "," 9,653,700 "," 100,845 "," 38,970 "," 4,982 "," 11,107,997 "
20130524," 1,317,100 "," 9,764,200 "," 74,287 "," 33,502 "," 3,994 "," 11,193,083 "
20130525," 1,325,000 "," 9,283,900 "," 123,956 "," 39,107 "," 1,834 "," 10,773,797 "
20130526," 1,330,100 "," 8,011,200 "," 862,814 "," 25,679 "," 4,861 "," 10,234,654 "
20130527," 1,627,400 "," 7,432,700 "," 1,664,140 "," 2,677 "," 4,912 "," 10,731,829 "
20130528," 1,767,200 "," 8,391,100 "," 505,927 "," 20,581 "," 5,029 "," 10,689,837 "
20130529," 1,560,900 "," 8,862,400 "," 176,923 "," 18,195 "," 5,356 "," 10,623,774 "
20130530," 1,926,300 "," 8,493,800 "," 164,305 "," 20,493 "," 11,310 "," 10,616,208 "
20130531," 3,132,900 "," 7,491,500 "," 34,243 "," 16,387 "," 7,519 "," 10,682,549 "
20130601," 3,515,300 "," 6,747,500 "," 127,698 "," 7,236 "," 5,053 "," 10,402,787 "
20130602," 3,526,800 "," 6,298,900 "," 249,359 "," 27,201 "," 5,757 "," 10,108,017 "
20130603," 1,745,900 "," 8,703,200 "," 158,562 "," 29,229 "," 5,778 "," 10,642,669 "
20130604," 1,451,100 "," 9,359,200 "," 30,995 "," 22,262 "," 5,462 "," 10,869,019 "
20130605," 2,430,700 "," 8,396,200 "," 57,205 "," 23,515 "," 5,254 "," 10,912,874 "
20130606," 3,521,200 "," 6,933,300 "," 87,496 "," 35,729 "," 5,414 "," 10,583,139 "
20130607," 2,355,200 "," 8,344,300 "," 160,605 "," 21,312 "," 5,453 "," 10,886,870 "
20130608," 3,517,400 "," 6,125,700 "," 785,505 "," 5,989 "," 5,459 "," 10,440,053 "
20130609," 3,449,300 "," 5,662,000 "," 870,338 "," 9,436 "," 5,251 "," 9,996,325 "
20130610," 2,883,400 "," 7,219,300 "," 482,485 "," 8,019 "," 5,679 "," 10,598,883 "
20130611," 3,589,600 "," 7,000,900 "," 264,353 "," 7,538 "," 5,532 "," 10,867,923 "
20130612," 3,646,000 "," 6,910,300 "," 272,330 "," 19,379 "," 5,492 "," 10,853,501 "
20130613," 3,663,500 "," 7,198,600 "," 68,856 "," 14,872 "," 5,239 "," 10,951,067 "
20130614," 3,674,900 "," 7,261,800 "," 66,199 "," 5,416 "," 5,339 "," 11,013,654 "
20130615," 3,613,500 "," 7,282,900 "," 21,127 "," 26,107 "," 5,128 "," 10,948,762 "
20130616," 3,548,400 "," 6,945,400 "," 66,723 "," 34,302 "," 5,233 "," 10,600,058 "
20130617," 3,601,400 "," 7,472,800 "," 208,760 "," 24,603 "," 5,011 "," 11,312,574 "
20130618," 3,574,100 "," 7,322,300 "," 758,415 "," 11,711 "," 5,025 "," 11,671,551 "
20130619," 3,460,500 "," 7,555,200 "," 630,375 "," 6,312 "," 4,997 "," 11,657,384 "
20130620," 3,522,600 "," 7,971,200 "," 54,801 "," 20,481 "," 5,005 "," 11,574,087 "
20130621," 3,431,200 "," 7,518,500 "," 384,856 "," 17,534 "," 5,031 "," 11,357,121 "
20130622," 3,636,900 "," 7,197,400 "," 69,258 "," 24,804 "," 5,064 "," 10,933,426 "
20130623," 3,608,100 "," 6,859,200 "," 38,362 "," 12,267 "," 5,080 "," 10,523,009 "
20130624," 3,621,100 "," 7,385,300 "," 2,858 "," 34,798 "," 5,072 "," 11,049,128 "
20130625," 3,582,500 "," 7,319,100 "," 242,300 "," 9,770 "," 5,052 "," 11,158,722 "
20130626," 3,442,100 "," 7,299,600 "," 445,592 "," 27,152 "," 3,543 "," 11,217,987 "
20130627," 3,698,600 "," 7,479,800 "," 31,003 "," 11,543 "," 5,081 "," 11,226,027 "
20130628," 3,544,800 "," 7,589,700 "," 140,877 "," 28,125 "," 5,152 "," 11,308,654 "
20130629," 3,584,600 "," 7,336,500 "," 126,743 "," 21,103 "," 5,004 "," 11,073,950 "
20130630," 3,515,500 "," 7,001,800 "," 181,910 "," 14,026 "," 5,221 "," 10,718,457 "
20130701," 3,356,900 "," 8,090,400 "," 155,550 "," 30,974 "," 3,676 "," 11,637,500 "
20130702," 3,315,300 "," 7,822,900 "," 1,149,272 "," 25,039 "," 5,020 "," 12,317,531 "
20130703," 3,340,800 "," 8,374,700 "," 722,820 "," 10,758 "," 5,006 "," 12,454,084 "
20130704," 3,627,900 "," 8,337,200 "," 577,381 "," 11,550 "," 5,008 "," 12,559,039 "
20130705," 3,477,900 "," 7,556,800 "," 1,340,442 "," 6,634 "," 5,006 "," 12,386,782 "
20130706," 3,680,400 "," 7,674,700 "," 174,445 "," 6,354 "," 5,026 "," 11,540,925 "
20130707," 3,554,600 "," 6,870,300 "," 1,075,833 "," 11,954 "," 4,991 "," 11,517,678 "
20130708," 3,557,300 "," 7,505,600 "," 1,585,815 "," 23,673 "," 5,128 "," 12,677,516 "
20130709," 3,254,700 "," 8,606,900 "," 1,025,907 "," 37,406 "," 5,048 "," 12,929,961 "
20130710," 3,391,100 "," 8,896,000 "," 691,603 "," 42,790 "," 3,685 "," 13,025,178 "
20130711," 3,476,800 "," 9,138,700 "," 397,464 "," 43,141 "," 1,677 "," 13,057,782 "
20130712," 3,547,700 "," 9,143,000 "," 480,755 "," 38,813 "," 5,359 "," 13,215,627 "
20130713," 3,559,600 "," 8,763,700 "," 709,868 "," 30,411 "," 5,241 "," 13,068,820 "
20130714," 3,534,800 "," 8,021,100 "," 1,007,358 "," 20,792 "," 5,189 "," 12,589,239 "
20130715," 3,567,800 "," 8,765,000 "," 1,029,125 "," 30,040 "," 5,258 "," 13,397,223 "
20130716," 3,579,800 "," 8,482,500 "," 1,291,365 "," 28,324 "," 5,355 "," 13,387,344 "
20130717," 3,576,800 "," 9,087,900 "," 818,943 "," 41,918 "," 5,242 "," 13,530,803 "
20130718," 3,561,600 "," 9,920,200 "," 175,131 "," 36,591 "," 5,099 "," 13,698,621 "
20130719," 3,581,300 "," 9,698,400 "," 415,127 "," 35,203 "," 5,056 "," 13,735,086 "
20130720," 3,725,200 "," 8,869,600 "," 642,011 "," 30,070 "," 4,169 "," 13,271,050 "
20130721," 3,722,100 "," 8,189,900 "," 827,935 "," 28,474 "," 4,722 "," 12,773,131 "
20130722," 3,710,800 "," 9,264,800 "," 686,093 "," 34,789 "," 4,899 "," 13,701,381 "
20130723," 3,739,400 "," 8,920,000 "," 1,019,779 "," 27,944 "," 4,908 "," 13,712,031 "
20130724," 3,712,700 "," 9,343,500 "," 755,476 "," 35,163 "," 4,867 "," 13,851,706 "
20130725," 4,328,600 "," 9,197,500 "," 85,473 "," 22,471 "," 4,844 "," 13,638,888 "
20130726," 4,923,500 "," 8,600,600 "," 96,729 "," 18,825 "," 2,005 "," 13,641,659 "
20130727," 5,075,500 "," 7,991,100 "," 106,716 "," 19,309 ", 135 ," 13,192,760 "
20130728," 4,931,200 "," 7,617,100 "," 415,791 "," 30,668 "," 1,514 "," 12,996,273 "
20130729," 4,534,500 "," 9,342,400 "," 230,712 "," 19,888 "," 4,747 "," 14,132,247 "
20130730," 3,743,700 "," 10,331,900 "," 455,062 "," 30,314 "," 4,839 "," 14,565,815 "
20130731," 4,223,200 "," 9,916,800 "," 515,985 "," 33,200 "," 4,814 "," 14,693,999 "
20130801," 4,792,900 "," 9,249,300 "," 489,257 "," 35,240 "," 4,768 "," 14,571,465 "
20130802," 4,564,500 "," 9,569,000 "," 352,088 "," 36,046 "," 4,820 "," 14,526,454 "
20130803," 4,827,000 "," 8,462,700 "," 371,733 "," 14,415 "," 4,701 "," 13,680,549 "
20130804," 4,098,200 "," 8,774,000 "," 120,048 "," 10,860 ", 21 ," 13,003,129 "
20130805," 3,767,000 "," 9,661,000 "," 182,104 "," 18,587 ", 78 ," 13,628,769 "
20130806," 3,781,600 "," 9,999,100 "," 367,959 "," 30,100 ", 120 ," 14,178,879 "
20130807," 4,250,900 "," 10,056,200 "," 235,432 "," 38,137 ", 94 ," 14,580,763 "
20130808," 4,245,300 "," 10,330,400 "," 152,221 "," 37,026 ", 81 ," 14,765,028 "
20130809," 4,263,900 "," 10,467,200 "," 165,004 "," 37,862 ", 116 ," 14,934,082 "
20130810," 4,259,700 "," 10,106,600 "," 112,781 "," 34,647 ", 13 ," 14,513,741 "
20130811," 4,249,500 "," 9,461,700 "," 44,948 "," 34,080 ", 200 ," 13,790,428 "
20130812," 3,286,900 "," 10,924,700 "," 68,511 "," 32,206 ", 150 ," 14,312,467 "
20130813," 3,698,600 "," 10,384,200 "," 109,303 "," 27,959 ", 109 ," 14,220,171 "
20130814," 3,756,700 "," 10,403,100 "," 114,553 "," 31,546 ", 51 ," 14,305,950 "
20130815," 4,250,700 "," 9,425,000 "," 138,648 "," 35,231 "," 2,836 "," 13,852,415 "
20130816," 3,994,300 "," 10,217,900 "," 122,147 "," 32,468 "," 2,817 "," 14,369,632 "
20130817," 4,191,400 "," 9,657,500 "," 143,527 "," 33,093 ", 15 ," 14,025,535 "
20130818," 4,266,900 "," 9,413,400 "," 172,397 "," 31,998 "," 4,660 "," 13,889,355 "
20130819," 4,239,200 "," 10,166,200 "," 59,268 "," 17,890 "," 7,659 "," 14,490,217 "
20130820," 4,251,600 "," 10,241,400 "," 68,773 "," 39,422 "," 7,617 "," 14,608,812 "
20130821," 4,235,400 "," 10,102,900 "," 236,937 "," 27,625 "," 6,534 "," 14,609,396 "
20130822," 3,851,400 "," 10,183,500 "," 373,128 "," 25,012 "," 7,138 "," 14,440,178 "
20130823," 4,204,400 "," 9,661,100 "," 317,231 "," 25,115 "," 7,088 "," 14,214,934 "
20130824," 4,214,000 "," 8,645,300 "," 493,464 "," 24,023 "," 7,131 "," 13,383,918 "
20130825," 3,883,300 "," 8,228,600 "," 336,223 "," 15,263 "," 7,128 "," 12,470,514 "
20130826," 4,086,400 "," 8,398,700 "," 210,534 "," 32,353 "," 6,350 "," 12,734,337 "
20130827," 4,193,900 "," 8,263,500 "," 76,482 "," 39,310 "," 6,362 "," 12,579,554 "
20130828," 4,217,900 "," 8,391,100 "," 161,674 "," 36,133 "," 6,864 "," 12,813,671 "
20130829," 4,176,000 "," 8,268,400 "," 1,226,855 "," 32,859 "," 7,136 "," 13,711,250 "
20130830," 4,250,500 "," 8,487,700 "," 302,904 "," 9,427 "," 6,033 "," 13,056,564 "
20130831," 3,935,800 "," 6,325,000 "," 1,287,746 "," 38,036 "," 7,186 "," 11,593,768 "
20130901," 4,164,200 "," 6,248,700 "," 626,286 "," 35,627 "," 7,151 "," 11,081,964 "
20130902," 4,125,600 "," 7,305,200 "," 468,526 "," 33,086 "," 7,158 "," 11,939,570 "
20130903," 3,761,000 "," 6,572,200 "," 1,056,365 "," 10,588 "," 7,275 "," 11,407,428 "
20130904," 3,728,400 "," 6,772,700 "," 631,034 "," 51,095 "," 7,278 "," 11,190,507 "
20130905," 4,172,400 "," 7,106,100 "," 202,535 "," 30,219 "," 7,231 "," 11,518,485 "
20130906," 4,111,400 "," 6,723,500 "," 637,624 "," 4,733 "," 7,281 "," 11,484,538 "
20130907," 4,217,100 "," 6,474,300 "," 242,102 "," 9,290 "," 7,220 "," 10,950,012 "
20130908," 4,215,700 "," 6,264,800 "," 156,880 "," 37,418 "," 7,169 "," 10,681,967 "
20130909," 4,164,200 "," 7,151,700 "," 63,021 "," 32,680 "," 7,145 "," 11,418,746 "
20130910," 4,188,700 "," 7,416,400 "," 46,382 "," 39,431 "," 7,122 "," 11,698,035 "
20130911," 4,246,800 "," 7,881,900 "," 47,609 "," 26,084 "," 5,705 "," 12,208,098 "
20130912," 4,113,500 "," 8,297,000 "," 62,031 "," 27,799 "," 2,458 "," 12,502,788 "
20130913," 4,250,300 "," 8,252,600 "," 261,019 "," 36,312 ", - ," 12,800,231 "
20130914," 4,261,300 "," 7,177,000 "," 423,819 "," 16,502 "," 2,210 "," 11,880,831 "
20130915," 4,051,600 "," 5,942,800 "," 1,146,172 "," 46,740 "," 7,309 "," 11,194,621 "
20130916," 3,989,900 "," 6,731,400 "," 635,323 "," 51,345 "," 7,284 "," 11,415,252 "
20130917," 4,117,100 "," 6,736,900 "," 441,241 "," 41,596 "," 7,301 "," 11,344,138 "
20130918," 3,507,400 "," 7,038,400 "," 339,319 "," 43,837 "," 7,322 "," 10,936,278 "
20130919," 3,630,800 "," 5,870,800 "," 508,976 "," 36,553 "," 7,328 "," 10,054,457 "
20130920," 4,032,900 "," 6,612,000 "," 70,810 "," 39,760 "," 7,295 "," 10,762,765 "
20130921," 4,387,200 "," 6,654,400 "," 65,207 "," 42,903 "," 6,180 "," 11,155,890 "
20130922," 4,296,900 "," 6,129,700 "," 670,837 "," 13,476 "," 7,333 "," 11,118,246 "
20130923," 4,345,500 "," 6,900,200 "," 474,700 "," 23,531 "," 7,326 "," 11,751,257 "
20130924," 4,412,700 "," 7,514,100 "," 28,574 "," 35,293 "," 7,439 "," 11,998,106 "
20130925," 4,318,900 "," 5,387,500 "," 1,574,865 "," 21,499 "," 7,388 "," 11,310,152 "
20130926," 4,074,100 "," 5,734,300 "," 1,115,290 "," 48,716 "," 7,326 "," 10,979,732 "
20130927," 4,327,900 "," 6,330,700 "," 380,403 "," 20,865 "," 7,320 "," 11,067,188 "
20130928," 4,305,600 "," 6,428,700 "," 301,140 "," 12,391 "," 7,380 "," 11,055,211 "
20130929," 4,310,000 "," 6,339,200 "," 95,162 "," 4,243 "," 7,394 "," 10,755,999 "
20130930," 4,339,800 "," 6,674,200 "," 174,281 "," 22,335 "," 7,312 "," 11,217,928 "
20131001," 4,330,700 "," 6,611,800 "," 376,018 "," 9,634 "," 2,502 "," 11,330,654 "
20131002," 4,026,700 "," 6,037,800 "," 990,506 "," 32,098 "," 7,434 "," 11,094,538 "
20131003," 3,744,100 "," 5,516,300 "," 1,157,276 "," 45,168 "," 7,283 "," 10,470,127 "
20131004," 3,716,100 "," 6,272,400 "," 804,182 "," 45,096 "," 7,531 "," 10,845,309 "
20131005," 3,628,000 "," 6,129,500 "," 944,631 "," 11,847 "," 7,531 "," 10,721,509 "
20131006," 3,701,300 "," 5,866,500 "," 1,020,150 "," 13,880 "," 7,276 "," 10,609,106 "
20131007," 3,686,100 "," 6,731,400 "," 810,117 "," 11,455 "," 7,282 "," 11,246,354 "
20131008," 3,353,400 "," 6,377,700 "," 1,164,115 "," 3,216 "," 7,370 "," 10,905,801 "
20131009," 3,622,000 "," 6,480,300 "," 424,730 "," 18,555 "," 7,486 "," 10,553,071 "
20131010," 3,629,200 "," 7,608,600 "," 71,707 "," 26,648 "," 7,680 "," 11,343,835 "
20131011," 3,629,100 "," 6,291,000 "," 995,328 "," 36,225 "," 7,965 "," 10,959,618 "
20131012," 3,765,500 "," 5,976,500 "," 755,576 "," 48,216 "," 8,170 "," 10,553,962 "
20131013," 3,703,500 "," 6,121,300 "," 368,202 "," 45,345 "," 7,920 "," 10,246,267 "
20131014," 3,848,200 "," 7,019,000 "," 145,950 "," 35,106 "," 7,987 "," 11,056,243 "
20131015," 3,604,700 "," 5,413,000 "," 1,774,086 "," 29,734 "," 2,796 "," 10,824,316 "
20131016," 3,606,100 "," 6,090,000 "," 1,003,859 "," 47,684 "," 2,308 "," 10,749,951 "
20131017," 3,845,100 "," 6,995,300 "," 135,173 "," 26,245 ", 117 ," 11,001,935 "
20131018," 3,806,300 "," 6,539,700 "," 687,916 "," 25,245 ", 383 ," 11,059,544 "
20131019," 3,823,300 "," 6,401,300 "," 551,980 "," 17,875 ", 517 ," 10,794,972 "
20131020," 3,845,400 "," 5,849,200 "," 687,261 "," 29,505 "," 1,445 "," 10,412,811 "
20131021," 3,113,600 "," 6,915,400 "," 855,676 "," 46,396 "," 5,064 "," 10,936,136 "
20131022," 3,485,800 "," 6,736,900 "," 821,425 "," 29,675 "," 5,364 "," 11,079,164 "
20131023," 3,368,400 "," 6,345,400 "," 1,392,433 "," 18,999 "," 10,743 "," 11,135,975 "
20131024," 3,411,800 "," 5,850,000 "," 1,755,368 "," 37,469 "," 12,576 "," 11,067,213 "
20131025," 3,458,200 "," 5,294,600 "," 2,145,976 "," 42,078 "," 12,754 "," 10,953,608 "
20131026," 3,504,600 "," 5,401,300 "," 1,938,123 "," 33,782 "," 8,089 "," 10,885,894 "
20131027," 3,503,400 "," 6,491,400 "," 576,116 "," 45,541 "," 5,244 "," 10,621,701 "
20131028," 3,509,400 "," 7,627,300 "," 40,002 "," 30,469 "," 7,452 "," 11,214,623 "
20131029," 3,519,800 "," 7,583,700 "," 149,983 "," 33,258 "," 8,159 "," 11,294,900 "
20131030," 3,509,600 "," 6,918,300 "," 884,288 "," 28,398 "," 6,309 "," 11,346,895 "
20131031," 3,649,000 "," 7,574,100 "," 153,554 "," 26,634 "," 5,685 "," 11,408,973 "
20131101," 4,245,100 "," 6,955,300 "," 135,745 "," 24,086 "," 5,067 "," 11,365,298 "
20131102," 4,245,700 "," 6,683,500 "," 136,919 "," 24,623 "," 6,824 "," 11,097,566 "
20131103," 4,218,200 "," 6,114,000 "," 379,124 "," 12,737 "," 6,073 "," 10,730,134 "
20131104," 4,069,300 "," 6,032,800 "," 1,076,554 "," 31,937 "," 7,659 "," 11,218,250 "
20131105," 4,232,200 "," 6,869,400 "," 187,651 "," 30,492 "," 12,233 "," 11,331,976 "
20131106," 4,258,700 "," 6,872,800 "," 240,940 "," 17,594 "," 12,274 "," 11,402,308 "
20131107," 4,173,600 "," 6,492,600 "," 653,913 "," 30,203 "," 12,263 "," 11,362,579 "
20131108," 4,246,300 "," 6,772,000 "," 305,579 "," 35,753 "," 12,280 "," 11,371,912 "
20131109," 4,160,000 "," 6,157,600 "," 965,147 "," 3,172 "," 9,600 "," 11,295,519 "
20131110," 3,107,100 "," 5,523,300 "," 2,084,665 "," 27,559 "," 7,811 "," 10,750,435 "
20131111," 3,160,900 "," 6,139,700 "," 2,220,220 "," 32,531 "," 12,304 "," 11,565,655 "
20131112," 3,537,100 "," 6,767,900 "," 1,629,154 "," 18,876 "," 12,238 "," 11,965,268 "
20131113," 3,542,400 "," 7,746,300 "," 594,606 "," 42,898 "," 12,214 "," 11,938,418 "
20131114," 4,118,300 "," 7,752,600 "," 38,680 "," 24,733 "," 12,191 "," 11,946,504 "
20131115," 4,380,400 "," 6,937,900 "," 501,004 "," 30,517 "," 12,117 "," 11,861,938 "
20131116," 4,452,000 "," 6,793,800 "," 371,334 "," 27,506 "," 9,227 "," 11,653,867 "
20131117," 3,725,300 "," 6,183,300 "," 1,480,113 "," 21,024 "," 4,925 "," 11,414,662 "
20131118," 4,171,500 "," 6,805,700 "," 1,479,674 "," 15,718 "," 4,919 "," 12,477,511 "
20131119," 3,594,200 "," 7,713,100 "," 1,476,638 "," 21,380 "," 4,915 "," 12,810,233 "
20131120," 3,621,300 "," 7,791,300 "," 1,191,657 "," 35,315 "," 8,229 "," 12,647,801 "
20131121," 4,212,400 "," 7,639,400 "," 556,781 "," 39,505 "," 9,844 "," 12,457,930 "
20131122," 4,261,700 "," 7,095,200 "," 985,543 "," 39,258 "," 11,512 "," 12,393,213 "
20131123," 4,356,900 "," 7,277,900 "," 374,418 "," 34,103 "," 11,413 "," 12,054,734 "
20131124," 4,171,500 "," 6,372,100 "," 1,062,835 "," 16,570 "," 9,908 "," 11,632,913 "
20131125," 4,088,800 "," 6,836,400 "," 1,565,390 "," 13,807 "," 4,230 "," 12,508,627 "
20131126," 4,413,800 "," 7,575,100 "," 508,291 "," 32,596 "," 10,920 "," 12,540,707 "
20131127," 4,390,200 "," 6,959,400 "," 1,516,022 "," 11,205 "," 10,695 "," 12,887,522 "
20131128," 4,024,400 "," 8,207,600 "," 1,281,737 "," 14,919 "," 9,991 "," 13,538,647 "
20131129," 4,360,700 "," 8,121,800 "," 1,082,377 "," 11,858 "," 9,662 "," 13,586,397 "
20131130," 4,397,000 "," 7,979,600 "," 269,589 "," 22,975 "," 9,693 "," 12,678,857 "
20131201," 4,396,600 "," 7,010,900 "," 628,520 "," 25,074 "," 9,725 "," 12,070,819 "
20131202," 4,353,200 "," 7,814,900 "," 623,782 "," 28,032 "," 6,553 "," 12,826,467 "
20131203," 4,360,400 "," 8,157,700 "," 243,716 "," 33,246 "," 4,920 "," 12,799,982 "
20131204," 4,350,700 "," 7,922,300 "," 493,015 "," 28,627 "," 6,654 "," 12,801,296 "
20131205," 4,184,200 "," 8,103,900 "," 418,688 "," 29,790 "," 11,462 "," 12,748,040 "
20131206," 4,240,100 "," 7,561,000 "," 933,111 "," 23,727 "," 11,386 "," 12,769,324 "
20131207," 4,370,600 "," 7,919,000 "," 268,036 "," 34,918 "," 11,369 "," 12,603,923 "
20131208," 3,969,300 "," 7,905,800 "," 144,516 "," 22,004 "," 5,327 "," 12,046,947 "
20131209," 4,245,700 "," 7,697,000 "," 937,618 "," 3,253 "," 7,976 "," 12,891,547 "
20131210," 4,302,300 "," 7,475,900 "," 1,573,800 "," 12,021 "," 11,935 "," 13,375,956 "
20131211," 4,282,100 "," 7,756,900 "," 1,457,417 "," 16,788 "," 11,050 "," 13,524,255 "
20131212," 4,317,100 "," 8,211,400 "," 741,509 "," 35,049 "," 6,446 "," 13,311,504 "
20131213," 4,275,700 "," 7,557,400 "," 1,579,803 "," 25,374 "," 10,269 "," 13,448,546 "
20131214," 4,336,700 "," 8,043,400 "," 685,500 "," 31,000 "," 8,813 "," 13,105,413 "
20131215," 4,310,000 "," 7,348,800 "," 910,402 "," 25,545 "," 10,312 "," 12,605,059 "
20131216," 4,326,900 "," 8,857,000 "," 266,241 "," 6,125 "," 9,547 "," 13,465,813 "
20131217," 4,293,700 "," 8,221,400 "," 1,243,564 "," 1,281 "," 10,322 "," 13,770,267 "
20131218," 4,274,700 "," 7,497,100 "," 1,792,422 "," 13,878 "," 10,328 "," 13,588,428 "
20131219," 4,280,300 "," 7,908,100 "," 1,870,545 "," 13,805 "," 10,241 "," 14,082,991 "
20131220," 4,314,600 "," 7,958,200 "," 1,939,868 "," 7,161 "," 10,267 "," 14,230,096 "
20131221," 4,299,400 "," 7,671,500 "," 1,772,716 "," 17,347 "," 10,283 "," 13,771,246 "
20131222," 4,306,900 "," 7,428,100 "," 1,437,408 "," 24,738 "," 10,344 "," 13,207,490 "
20131223," 4,239,000 "," 8,772,200 "," 1,053,921 "," 8,557 "," 8,648 "," 14,082,326 "
20131224," 4,347,300 "," 8,570,100 "," 1,097,611 "," 28,066 "," 10,432 "," 14,053,509 "
20131225," 4,354,100 "," 8,489,200 "," 553,661 "," 7,239 "," 7,874 "," 13,412,074 "
20131226," 4,320,100 "," 8,383,400 "," 1,241,316 "," 11,318 "," 6,800 "," 13,962,934 "
20131227," 4,315,000 "," 8,346,100 "," 2,091,620 "," 13,894 "," 9,941 "," 14,776,555 "
20131228," 4,348,100 "," 8,575,200 "," 1,347,308 "," 11,640 "," 8,835 "," 14,291,083 "
20131229," 4,377,400 "," 8,198,200 "," 1,041,297 "," 26,004 "," 4,889 "," 13,647,790 "
20131230," 4,137,400 "," 9,333,300 "," 626,762 "," 26,281 "," 5,035 "," 14,128,778 "
20131231," 4,301,100 "," 8,434,700 "," 884,291 "," 33,538 "," 5,097 "," 13,658,726 "
20140101," 4,325,600 "," 7,390,500 "," 745,435 "," 39,022 "," 4,985 "," 12,505,542 "
20140102," 4,306,000 "," 9,034,700 "," 158,894 "," 37,169 "," 5,003 "," 13,541,766 "
20140103," 4,310,400 "," 9,200,300 "," 90,494 "," 21,715 "," 5,019 "," 13,627,928 "
20140104," 4,279,700 "," 7,532,800 "," 1,422,677 "," 44,691 "," 4,910 "," 13,284,778 "
20140105," 4,348,000 "," 7,293,400 "," 1,463,852 "," 48,272 "," 4,373 "," 13,157,897 "
20140106," 4,321,600 "," 9,557,300 "," 186,367 "," 36,791 ", 190 ," 14,102,248 "
20140107," 4,337,000 "," 9,476,400 "," 101,018 "," 21,158 ", 200 ," 13,935,776 "
20140108," 4,331,900 "," 8,351,500 "," 1,820,069 "," 2,268 ", 882 ," 14,506,619 "
20140109," 4,210,300 "," 8,864,900 "," 2,203,901 "," 11,023 "," 5,295 "," 15,295,419 "
20140110," 4,344,500 "," 10,089,900 "," 467,042 "," 21,174 "," 8,400 "," 14,931,016 "
20140111," 4,343,700 "," 9,140,000 "," 591,806 "," 36,259 "," 8,386 "," 14,120,151 "
20140112," 4,308,900 "," 8,529,800 "," 886,784 "," 19,649 "," 8,424 "," 13,753,557 "
20140113," 4,067,000 "," 9,331,300 "," 1,545,151 "," 40,165 "," 7,610 "," 14,991,226 "
20140114," 4,349,900 "," 9,475,100 "," 1,080,544 "," 46,189 "," 5,140 "," 14,956,873 "
20140115," 4,357,400 "," 9,358,400 "," 1,380,202 "," 34,640 "," 6,319 "," 15,136,961 "
20140116," 4,345,100 "," 9,606,600 "," 917,184 "," 35,221 "," 8,758 "," 14,912,863 "
20140117," 4,150,900 "," 9,854,700 "," 539,405 "," 37,186 "," 4,144 "," 14,586,335 "
20140118," 4,361,100 "," 8,319,400 "," 1,695,007 "," 11,852 "," 7,523 "," 14,394,882 "
20140119," 4,373,300 "," 8,969,400 "," 433,101 "," 47,123 "," 8,742 "," 13,831,666 "
20140120," 4,344,700 "," 8,863,200 "," 1,241,666 "," 17,537 "," 8,798 "," 14,475,901 "
20140121," 4,368,000 "," 9,058,200 "," 1,961,419 "," 14,041 "," 6,966 "," 15,408,626 "
20140122," 4,387,700 "," 9,619,100 "," 1,210,359 "," 30,753 "," 8,738 "," 15,256,650 "
20140123," 4,359,500 "," 10,040,200 "," 273,595 "," 36,595 "," 8,702 "," 14,718,592 "
20140124," 4,346,600 "," 8,584,600 "," 1,024,783 "," 45,612 "," 6,489 "," 14,008,084 "
20140125," 4,283,000 "," 7,097,500 "," 1,744,562 "," 21,121 "," 5,223 "," 13,151,406 "
20140126," 4,381,600 "," 7,183,700 "," 1,738,805 "," 56,618 "," 5,285 "," 13,366,008 "
20140127," 4,350,300 "," 9,715,400 "," 111,244 "," 46,383 "," 5,404 "," 14,228,731 "
20140128," 4,339,100 "," 8,877,000 "," 716,485 "," 15,594 "," 6,847 "," 13,955,026 "
20140129," 4,349,100 "," 8,738,100 "," 348,217 "," 50,371 "," 9,109 "," 13,494,897 "
20140130," 4,362,200 "," 7,059,000 "," 953,292 "," 15,772 "," 5,663 "," 12,395,927 "
20140131," 4,191,300 "," 6,836,900 "," 338,144 "," 51,137 "," 4,829 "," 11,422,310 "
20140201," 4,351,700 "," 6,598,600 "," 566,635 "," 15,458 "," 5,038 "," 11,537,431 "
20140202," 4,351,900 "," 6,733,100 "," 496,207 "," 23,512 "," 5,256 "," 11,609,975 "
20140203," 4,368,600 "," 6,436,600 "," 2,305,364 "," 45,700 "," 6,580 "," 13,162,844 "
20140204," 4,378,500 "," 8,076,500 "," 2,277,572 "," 34,310 "," 8,529 "," 14,775,411 "
20140205," 4,236,400 "," 10,028,500 "," 639,737 "," 17,630 "," 6,588 "," 14,928,855 "
